"Lon","Lat","Year","ANGE","PAVI","Total","Treatment","Model"
-96.61,39.11,715,21.904763,514.28574,536.190503,"Control","LPJGUESS"
-96.61,39.11,716,10.476191,438.09526,447.61907,"Control","LPJGUESS"
-96.61,39.11,717,6.666667,493.333358,500.000025,"Control","LPJGUESS"
-96.61,39.11,718,9.52381,461.904785,471.428595,"Control","LPJGUESS"
-96.61,39.11,719,14.285715,464.761928,479.047643,"Control","LPJGUESS"
-96.61,39.11,720,20.952382,528.571455,549.523837,"Control","LPJGUESS"
-96.61,39.11,721,21.904763,495.23812,517.142883,"Control","LPJGUESS"
-96.61,39.11,722,20.952382,473.333357,494.285739,"Control","LPJGUESS"
-96.61,39.11,723,14.285715,425.714307,440.000022,"Control","LPJGUESS"
-96.61,39.11,724,12.380953,316.190492,327.619064,"Control","LPJGUESS"
-96.61,39.11,725,14.285715,364.761923,379.047638,"Control","LPJGUESS"
-96.61,39.11,726,27.619049,530.476217,558.095266,"Control","LPJGUESS"
-96.61,39.11,727,20.952382,365.714304,386.666686,"Control","LPJGUESS"
-96.61,39.11,728,20.952382,501.904787,522.857169,"Control","LPJGUESS"
-96.61,39.11,729,17.142858,470.476214,488.571453,"Control","LPJGUESS"
-96.61,39.11,730,11.428572,480.952405,492.380977,"Control","LPJGUESS"
-96.61,39.11,731,7.619048,495.23812,503.809549,"Control","LPJGUESS"
-96.61,39.11,732,8.571429,597.142887,605.714316,"Control","LPJGUESS"
-96.61,39.11,733,7.619048,338.095255,346.666684,"Control","LPJGUESS"
-96.61,39.11,734,6.666667,455.238118,461.904785,"Control","LPJGUESS"
-96.61,39.11,735,8.571429,505.714311,513.333359,"Control","LPJGUESS"
-96.61,39.11,736,7.619048,413.333354,420.952402,"Control","LPJGUESS"
-96.61,39.11,737,6.666667,451.428594,458.095261,"Control","LPJGUESS"
-96.61,39.11,738,9.52381,600.952411,611.428602,"Control","LPJGUESS"
-96.61,39.11,739,8.571429,380.9524,389.523829,"Control","LPJGUESS"
-96.61,39.11,740,17.142858,595.238125,612.380983,"Control","LPJGUESS"
-96.61,39.11,741,17.142858,396.190496,413.333354,"Control","LPJGUESS"
-96.61,39.11,742,20.000001,470.476214,489.523834,"Control","LPJGUESS"
-96.61,39.11,743,17.142858,444.761927,461.904785,"Control","LPJGUESS"
-96.61,39.11,744,17.142858,433.333355,451.428594,"Control","LPJGUESS"
-96.61,39.11,745,12.380953,322.857159,336.190493,"Control","LPJGUESS"
-96.61,39.11,746,20.000001,597.142887,617.142888,"Control","LPJGUESS"
-96.61,39.11,747,24.761906,486.666691,512.380978,"Control","LPJGUESS"
-96.61,39.11,748,22.857144,506.666692,530.476217,"Control","LPJGUESS"
-96.61,39.11,749,20.000001,372.380971,391.428591,"Control","LPJGUESS"
-96.61,39.11,750,21.904763,409.52383,432.380974,"Control","LPJGUESS"
-96.61,39.11,751,16.190477,420.000021,436.190498,"Control","LPJGUESS"
-96.61,39.11,752,13.333334,439.047641,452.380975,"Control","LPJGUESS"
-96.61,39.11,753,8.571429,416.190497,424.761926,"Control","LPJGUESS"
-96.61,39.11,754,5.714286,438.09526,443.809546,"Control","LPJGUESS"
-96.61,39.11,755,4.761905,583.809553,587.619077,"Control","LPJGUESS"
-96.61,39.11,756,5.714286,345.714303,351.428589,"Control","LPJGUESS"
-96.61,39.11,757,7.619048,523.80955,531.428598,"Control","LPJGUESS"
-96.61,39.11,758,10.476191,541.904789,552.38098,"Control","LPJGUESS"
-96.61,39.11,759,5.714286,420.000021,425.714307,"Control","LPJGUESS"
-96.61,39.11,760,11.428572,655.238128,666.6667,"Control","LPJGUESS"
-96.61,39.11,761,6.666667,463.809547,470.476214,"Control","LPJGUESS"
-96.61,39.11,762,4.761905,438.09526,442.857165,"Control","LPJGUESS"
-96.61,39.11,763,7.619048,434.285736,441.904784,"Control","LPJGUESS"
-96.61,39.11,764,9.52381,500.000025,509.523835,"Control","LPJGUESS"
-96.61,39.11,765,7.619048,447.61907,455.238118,"Control","LPJGUESS"
-96.61,39.11,766,7.619048,513.333359,520.952407,"Control","LPJGUESS"
-96.61,39.11,767,3.809524,420.952402,424.761926,"Control","LPJGUESS"
-96.61,39.11,768,4.761905,495.23812,500.000025,"Control","LPJGUESS"
-96.61,39.11,769,3.809524,439.047641,442.857165,"Control","LPJGUESS"
-96.61,39.11,770,2.857143,515.238121,518.095264,"Control","LPJGUESS"
-96.61,39.11,771,4.761905,535.238122,540.000027,"Control","LPJGUESS"
-96.61,39.11,772,9.52381,490.476215,500.000025,"Control","LPJGUESS"
-96.61,39.11,773,14.285715,492.380977,506.666692,"Control","LPJGUESS"
-96.61,39.11,774,9.52381,407.619068,417.142878,"Control","LPJGUESS"
-96.61,39.11,775,16.190477,655.238128,670.476224,"Control","LPJGUESS"
-96.61,39.11,776,8.571429,449.523832,458.095261,"Control","LPJGUESS"
-96.61,39.11,777,6.666667,505.714311,513.333359,"Control","LPJGUESS"
-96.61,39.11,778,10.476191,427.619069,438.09526,"Control","LPJGUESS"
-96.61,39.11,779,17.142858,486.666691,503.809549,"Control","LPJGUESS"
-96.61,39.11,780,17.142858,432.380974,450.476213,"Control","LPJGUESS"
-96.61,39.11,781,18.095239,469.523833,487.619072,"Control","LPJGUESS"
-96.61,39.11,782,21.904763,600.00003,621.904793,"Control","LPJGUESS"
-96.61,39.11,783,13.333334,440.952403,454.285737,"Control","LPJGUESS"
-96.61,39.11,784,15.238096,449.523832,464.761928,"Control","LPJGUESS"
-96.61,39.11,785,12.380953,458.095261,471.428595,"Control","LPJGUESS"
-96.61,39.11,786,12.380953,524.761931,537.142884,"Control","LPJGUESS"
-96.61,39.11,787,16.190477,520.952407,537.142884,"Control","LPJGUESS"
-96.61,39.11,788,15.238096,420.952402,436.190498,"Control","LPJGUESS"
-96.61,39.11,789,11.428572,465.714309,477.142881,"Control","LPJGUESS"
-96.61,39.11,790,9.52381,465.714309,476.1905,"Control","LPJGUESS"
-96.61,39.11,791,7.619048,416.190497,422.857164,"Control","LPJGUESS"
-96.61,39.11,792,6.666667,417.142878,422.857164,"Control","LPJGUESS"
-96.61,39.11,793,7.619048,526.666693,533.33336,"Control","LPJGUESS"
-96.61,39.11,794,3.809524,471.428595,475.238119,"Control","LPJGUESS"
-96.61,39.11,795,2.857143,475.238119,477.142881,"Control","LPJGUESS"
-96.61,39.11,796,3.809524,491.428596,495.23812,"Control","LPJGUESS"
-96.61,39.11,797,3.809524,503.809549,507.619073,"Control","LPJGUESS"
-96.61,39.11,798,7.619048,500.000025,507.619073,"Control","LPJGUESS"
-96.61,39.11,799,9.52381,403.809544,413.333354,"Control","LPJGUESS"
-96.61,39.11,800,15.238096,502.857168,519.047645,"Control","LPJGUESS"
-96.61,39.11,801,19.04762,516.190502,535.238122,"Control","LPJGUESS"
-96.61,39.11,802,20.952382,578.095267,600.00003,"Control","LPJGUESS"
-96.61,39.11,803,42.857145,298.095253,341.904779,"Control","LPJGUESS"
-96.61,39.11,804,77.142861,480.000024,557.142885,"Control","LPJGUESS"
-96.61,39.11,805,60.000003,426.666688,486.666691,"Control","LPJGUESS"
-96.61,39.11,806,41.904764,352.38097,395.238115,"Control","LPJGUESS"
-96.61,39.11,807,39.047621,447.61907,486.666691,"Control","LPJGUESS"
-96.61,39.11,808,24.761906,384.761924,409.52383,"Control","LPJGUESS"
-96.61,39.11,809,24.761906,387.619067,413.333354,"Control","LPJGUESS"
-96.61,39.11,810,22.857144,474.285738,498.095263,"Control","LPJGUESS"
-96.61,39.11,811,20.000001,475.238119,495.23812,"Control","LPJGUESS"
-96.61,39.11,812,20.000001,527.619074,547.619075,"Control","LPJGUESS"
-96.61,39.11,813,22.857144,421.904783,444.761927,"Control","LPJGUESS"
-96.61,39.11,814,33.333335,520.952407,554.285742,"Control","LPJGUESS"
-96.61,39.11,815,20.952382,426.666688,447.61907,"Control","LPJGUESS"
-96.61,39.11,816,19.04762,482.857167,501.904787,"Control","LPJGUESS"
-96.61,39.11,817,13.333334,423.809545,437.142879,"Control","LPJGUESS"
-96.61,39.11,818,11.428572,530.476217,541.904789,"Control","LPJGUESS"
-96.61,39.11,819,5.714286,417.142878,423.809545,"Control","LPJGUESS"
-96.61,39.11,820,5.714286,453.333356,460.000023,"Control","LPJGUESS"
-96.61,39.11,821,9.52381,428.57145,438.09526,"Control","LPJGUESS"
-96.61,39.11,822,9.52381,465.714309,476.1905,"Control","LPJGUESS"
-96.61,39.11,823,10.476191,430.476212,440.952403,"Control","LPJGUESS"
-96.61,39.11,824,7.619048,430.476212,439.047641,"Control","LPJGUESS"
-96.61,39.11,825,8.571429,396.190496,404.761925,"Control","LPJGUESS"
-96.61,39.11,826,9.52381,453.333356,463.809547,"Control","LPJGUESS"
-96.61,39.11,827,10.476191,393.333353,403.809544,"Control","LPJGUESS"
-96.61,39.11,828,14.285715,431.428593,445.714308,"Control","LPJGUESS"
-96.61,39.11,829,19.04762,446.666689,464.761928,"Control","LPJGUESS"
-96.61,39.11,830,17.142858,461.904785,479.047643,"Control","LPJGUESS"
-96.61,39.11,831,15.238096,381.904781,396.190496,"Control","LPJGUESS"
-96.61,39.11,832,15.238096,495.23812,511.428597,"Control","LPJGUESS"
-96.61,39.11,833,11.428572,469.523833,480.952405,"Control","LPJGUESS"
-96.61,39.11,834,12.380953,483.809548,496.190501,"Control","LPJGUESS"
-96.61,39.11,835,8.571429,401.904782,410.476211,"Control","LPJGUESS"
-96.61,39.11,836,9.52381,521.904788,530.476217,"Control","LPJGUESS"
-96.61,39.11,837,7.619048,482.857167,490.476215,"Control","LPJGUESS"
-96.61,39.11,838,8.571429,403.809544,412.380973,"Control","LPJGUESS"
-96.61,39.11,839,8.571429,419.04764,427.619069,"Control","LPJGUESS"
-96.61,39.11,840,15.238096,644.761937,660.952414,"Control","LPJGUESS"
-96.61,39.11,841,15.238096,456.190499,471.428595,"Control","LPJGUESS"
-96.61,39.11,842,15.238096,546.666694,561.90479,"Control","LPJGUESS"
-96.61,39.11,843,11.428572,409.52383,420.952402,"Control","LPJGUESS"
-96.61,39.11,844,9.52381,383.809543,394.285734,"Control","LPJGUESS"
-96.61,39.11,845,16.190477,709.523845,725.714322,"Control","LPJGUESS"
-96.61,39.11,846,9.52381,492.380977,501.904787,"Control","LPJGUESS"
-96.61,39.11,847,6.666667,388.571448,396.190496,"Control","LPJGUESS"
-96.61,39.11,848,8.571429,622.857174,631.428603,"Control","LPJGUESS"
-96.61,39.11,849,7.619048,480.000024,487.619072,"Control","LPJGUESS"
-96.61,39.11,850,12.380953,488.571453,500.952406,"Control","LPJGUESS"
-96.61,39.11,851,10.476191,498.095263,509.523835,"Control","LPJGUESS"
-96.61,39.11,852,7.619048,454.285737,461.904785,"Control","LPJGUESS"
-96.61,39.11,853,8.571429,455.238118,463.809547,"Control","LPJGUESS"
-96.61,39.11,854,6.666667,435.238117,441.904784,"Control","LPJGUESS"
-96.61,39.11,855,6.666667,470.476214,477.142881,"Control","LPJGUESS"
-96.61,39.11,856,4.761905,428.57145,433.333355,"Control","LPJGUESS"
-96.61,39.11,857,2.857143,412.380973,415.238116,"Control","LPJGUESS"
-96.61,39.11,858,3.809524,582.857172,586.666696,"Control","LPJGUESS"
-96.61,39.11,859,6.666667,433.333355,440.000022,"Control","LPJGUESS"
-96.61,39.11,860,8.571429,394.285734,402.857163,"Control","LPJGUESS"
-96.61,39.11,861,11.428572,402.857163,414.285735,"Control","LPJGUESS"
-96.61,39.11,862,14.285715,541.904789,556.190504,"Control","LPJGUESS"
-96.61,39.11,863,13.333334,477.142881,490.476215,"Control","LPJGUESS"
-96.61,39.11,864,16.190477,462.857166,479.047643,"Control","LPJGUESS"
-96.61,39.11,865,15.238096,460.000023,475.238119,"Control","LPJGUESS"
-96.61,39.11,866,11.428572,427.619069,439.047641,"Control","LPJGUESS"
-96.61,39.11,867,11.428572,387.619067,399.047639,"Control","LPJGUESS"
-96.61,39.11,868,13.333334,377.142876,390.47621,"Control","LPJGUESS"
-96.61,39.11,869,16.190477,478.095262,494.285739,"Control","LPJGUESS"
-96.61,39.11,870,15.238096,463.809547,479.047643,"Control","LPJGUESS"
-96.61,39.11,871,15.238096,552.38098,567.619076,"Control","LPJGUESS"
-96.61,39.11,872,20.952382,391.428591,412.380973,"Control","LPJGUESS"
-96.61,39.11,873,29.523811,489.523834,519.047645,"Control","LPJGUESS"
-96.61,39.11,874,20.952382,374.285733,395.238115,"Control","LPJGUESS"
-96.61,39.11,875,22.857144,439.047641,461.904785,"Control","LPJGUESS"
-96.61,39.11,876,33.333335,613.333364,645.714318,"Control","LPJGUESS"
-96.61,39.11,877,24.761906,424.761926,449.523832,"Control","LPJGUESS"
-96.61,39.11,878,20.952382,436.190498,457.14288,"Control","LPJGUESS"
-96.61,39.11,879,15.238096,343.809541,358.095256,"Control","LPJGUESS"
-96.61,39.11,880,18.095239,472.380976,490.476215,"Control","LPJGUESS"
-96.61,39.11,881,16.190477,454.285737,470.476214,"Control","LPJGUESS"
-96.61,39.11,882,15.238096,465.714309,480.952405,"Control","LPJGUESS"
-96.61,39.11,883,10.476191,417.142878,426.666688,"Control","LPJGUESS"
-96.61,39.11,884,8.571429,357.142875,365.714304,"Control","LPJGUESS"
-96.61,39.11,885,7.619048,417.142878,424.761926,"Control","LPJGUESS"
-96.61,39.11,886,9.52381,484.761929,495.23812,"Control","LPJGUESS"
-96.61,39.11,887,11.428572,633.333365,644.761937,"Control","LPJGUESS"
-96.61,39.11,888,10.476191,396.190496,406.666687,"Control","LPJGUESS"
-96.61,39.11,889,12.380953,435.238117,446.666689,"Control","LPJGUESS"
-96.61,39.11,890,10.476191,460.952404,471.428595,"Control","LPJGUESS"
-96.61,39.11,891,10.476191,427.619069,438.09526,"Control","LPJGUESS"
-96.61,39.11,892,12.380953,476.1905,488.571453,"Control","LPJGUESS"
-96.61,39.11,893,14.285715,514.28574,528.571455,"Control","LPJGUESS"
-96.61,39.11,894,11.428572,448.571451,460.000023,"Control","LPJGUESS"
-96.61,39.11,895,6.666667,423.809545,430.476212,"Control","LPJGUESS"
-96.61,39.11,896,10.476191,477.142881,487.619072,"Control","LPJGUESS"
-96.61,39.11,897,10.476191,476.1905,486.666691,"Control","LPJGUESS"
-96.61,39.11,898,12.380953,500.000025,512.380978,"Control","LPJGUESS"
-96.61,39.11,899,15.238096,489.523834,503.809549,"Control","LPJGUESS"
-96.61,39.11,900,10.476191,406.666687,416.190497,"Control","LPJGUESS"
-96.61,39.11,901,14.285715,472.380976,486.666691,"Control","LPJGUESS"
-96.61,39.11,902,25.714287,549.523837,575.238124,"Control","LPJGUESS"
-96.61,39.11,903,19.04762,385.714305,403.809544,"Control","LPJGUESS"
-96.61,39.11,904,17.142858,482.857167,500.952406,"Control","LPJGUESS"
-96.61,39.11,905,20.000001,489.523834,509.523835,"Control","LPJGUESS"
-96.61,39.11,906,14.285715,395.238115,409.52383,"Control","LPJGUESS"
-96.61,39.11,907,20.952382,439.047641,460.952404,"Control","LPJGUESS"
-96.61,39.11,908,25.714287,500.952406,526.666693,"Control","LPJGUESS"
-96.61,39.11,909,22.857144,442.857165,465.714309,"Control","LPJGUESS"
-96.61,39.11,910,13.333334,413.333354,426.666688,"Control","LPJGUESS"
-96.61,39.11,911,9.52381,467.619071,477.142881,"Control","LPJGUESS"
-96.61,39.11,912,8.571429,500.000025,508.571454,"Control","LPJGUESS"
-96.61,39.11,913,9.52381,434.285736,444.761927,"Control","LPJGUESS"
-96.61,39.11,914,11.428572,500.000025,511.428597,"Control","LPJGUESS"
-96.61,39.11,915,9.52381,430.476212,440.000022,"Control","LPJGUESS"
-96.61,39.11,916,5.714286,432.380974,437.142879,"Control","LPJGUESS"
-96.61,39.11,917,7.619048,623.809555,631.428603,"Control","LPJGUESS"
-96.61,39.11,918,5.714286,482.857167,488.571453,"Control","LPJGUESS"
-96.61,39.11,919,15.238096,384.761924,400.00002,"Control","LPJGUESS"
-96.61,39.11,920,25.714287,532.380979,558.095266,"Control","LPJGUESS"
-96.61,39.11,921,40.952383,591.428601,632.380984,"Control","LPJGUESS"
-96.61,39.11,922,31.428573,471.428595,502.857168,"Control","LPJGUESS"
-96.61,39.11,923,35.238097,512.380978,548.571456,"Control","LPJGUESS"
-96.61,39.11,924,24.761906,428.57145,454.285737,"Control","LPJGUESS"
-96.61,39.11,925,10.476191,408.571449,418.095259,"Control","LPJGUESS"
-96.61,39.11,926,5.714286,437.142879,442.857165,"Control","LPJGUESS"
-96.61,39.11,927,3.809524,482.857167,486.666691,"Control","LPJGUESS"
-96.61,39.11,928,1.904762,496.190501,498.095263,"Control","LPJGUESS"
-96.61,39.11,929,0.952381,426.666688,426.666688,"Control","LPJGUESS"
-96.61,39.11,930,0,425.714307,425.714307,"Control","LPJGUESS"
-96.61,39.11,931,4.761905,583.809553,588.571458,"Control","LPJGUESS"
-96.61,39.11,932,5.714286,482.857167,488.571453,"Control","LPJGUESS"
-96.61,39.11,933,6.666667,445.714308,452.380975,"Control","LPJGUESS"
-96.61,39.11,934,9.52381,527.619074,537.142884,"Control","LPJGUESS"
-96.61,39.11,935,10.476191,429.523831,440.000022,"Control","LPJGUESS"
-96.61,39.11,936,10.476191,433.333355,443.809546,"Control","LPJGUESS"
-96.61,39.11,937,9.52381,454.285737,463.809547,"Control","LPJGUESS"
-96.61,39.11,938,10.476191,442.857165,454.285737,"Control","LPJGUESS"
-96.61,39.11,939,16.190477,513.333359,530.476217,"Control","LPJGUESS"
-96.61,39.11,940,14.285715,500.000025,514.28574,"Control","LPJGUESS"
-96.61,39.11,941,12.380953,358.095256,370.476209,"Control","LPJGUESS"
-96.61,39.11,942,11.428572,463.809547,475.238119,"Control","LPJGUESS"
-96.61,39.11,943,9.52381,468.571452,479.047643,"Control","LPJGUESS"
-96.61,39.11,944,12.380953,586.666696,598.095268,"Control","LPJGUESS"
-96.61,39.11,945,7.619048,514.28574,522.857169,"Control","LPJGUESS"
-96.61,39.11,946,21.904763,398.095258,420.000021,"Control","LPJGUESS"
-96.61,39.11,947,33.333335,490.476215,522.857169,"Control","LPJGUESS"
-96.61,39.11,948,27.619049,451.428594,479.047643,"Control","LPJGUESS"
-96.61,39.11,949,20.000001,407.619068,427.619069,"Control","LPJGUESS"
-96.61,39.11,950,18.095239,484.761929,502.857168,"Control","LPJGUESS"
-96.61,39.11,951,14.285715,441.904784,456.190499,"Control","LPJGUESS"
-96.61,39.11,952,7.619048,386.666686,394.285734,"Control","LPJGUESS"
-96.61,39.11,953,12.380953,607.619078,620.000031,"Control","LPJGUESS"
-96.61,39.11,954,16.190477,418.095259,434.285736,"Control","LPJGUESS"
-96.61,39.11,955,24.761906,504.76193,529.523836,"Control","LPJGUESS"
-96.61,39.11,956,21.904763,538.095265,560.000028,"Control","LPJGUESS"
-96.61,39.11,957,24.761906,522.857169,547.619075,"Control","LPJGUESS"
-96.61,39.11,958,21.904763,391.428591,413.333354,"Control","LPJGUESS"
-96.61,39.11,959,27.619049,394.285734,421.904783,"Control","LPJGUESS"
-96.61,39.11,960,33.333335,441.904784,475.238119,"Control","LPJGUESS"
-96.61,39.11,961,17.142858,365.714304,383.809543,"Control","LPJGUESS"
-96.61,39.11,962,17.142858,497.142882,515.238121,"Control","LPJGUESS"
-96.61,39.11,963,9.52381,441.904784,451.428594,"Control","LPJGUESS"
-96.61,39.11,964,7.619048,418.095259,425.714307,"Control","LPJGUESS"
-96.61,39.11,965,5.714286,475.238119,480.952405,"Control","LPJGUESS"
-96.61,39.11,966,4.761905,376.190495,380.000019,"Control","LPJGUESS"
-96.61,39.11,967,10.476191,508.571454,518.095264,"Control","LPJGUESS"
-96.61,39.11,968,10.476191,471.428595,481.904786,"Control","LPJGUESS"
-96.61,39.11,969,12.380953,520.952407,534.285741,"Control","LPJGUESS"
-96.61,39.11,970,10.476191,448.571451,459.047642,"Control","LPJGUESS"
-96.61,39.11,971,12.380953,637.142889,649.523842,"Control","LPJGUESS"
-96.61,39.11,972,17.142858,379.047638,397.142877,"Control","LPJGUESS"
-96.61,39.11,973,23.809525,494.285739,518.095264,"Control","LPJGUESS"
-96.61,39.11,974,28.57143,481.904786,510.476216,"Control","LPJGUESS"
-96.61,39.11,975,21.904763,464.761928,485.71431,"Control","LPJGUESS"
-96.61,39.11,976,23.809525,584.761934,608.571459,"Control","LPJGUESS"
-96.61,39.11,977,7.619048,333.33335,340.952398,"Control","LPJGUESS"
-96.61,39.11,978,9.52381,474.285738,483.809548,"Control","LPJGUESS"
-96.61,39.11,979,5.714286,540.952408,545.714313,"Control","LPJGUESS"
-96.61,39.11,980,4.761905,389.523829,394.285734,"Control","LPJGUESS"
-96.61,39.11,981,5.714286,612.380983,618.095269,"Control","LPJGUESS"
-96.61,39.11,982,8.571429,494.285739,502.857168,"Control","LPJGUESS"
-96.61,39.11,983,10.476191,523.80955,534.285741,"Control","LPJGUESS"
-96.61,39.11,984,8.571429,380.000019,388.571448,"Control","LPJGUESS"
-96.61,39.11,985,9.52381,454.285737,464.761928,"Control","LPJGUESS"
-96.61,39.11,986,10.476191,484.761929,495.23812,"Control","LPJGUESS"
-96.61,39.11,987,8.571429,487.619072,496.190501,"Control","LPJGUESS"
-96.61,39.11,988,8.571429,381.904781,390.47621,"Control","LPJGUESS"
-96.61,39.11,989,6.666667,371.42859,378.095257,"Control","LPJGUESS"
-96.61,39.11,990,10.476191,581.904791,592.380982,"Control","LPJGUESS"
-96.61,39.11,991,32.380954,539.047646,571.4286,"Control","LPJGUESS"
-96.61,39.11,992,65.714289,364.761923,430.476212,"Control","LPJGUESS"
-96.61,39.11,993,84.761909,458.095261,542.85717,"Control","LPJGUESS"
-96.61,39.11,994,80.952385,464.761928,544.761932,"Control","LPJGUESS"
-96.61,39.11,995,45.714288,405.714306,451.428594,"Control","LPJGUESS"
-96.61,39.11,996,38.09524,407.619068,445.714308,"Control","LPJGUESS"
-96.61,39.11,997,21.904763,438.09526,460.000023,"Control","LPJGUESS"
-96.61,39.11,998,9.52381,520.000026,529.523836,"Control","LPJGUESS"
-96.61,39.11,999,7.619048,483.809548,490.476215,"Control","LPJGUESS"
-96.61,39.11,1000,11.428572,517.142883,528.571455,"Control","LPJGUESS"
-96.61,39.11,1001,15.238096,377.142876,393.333353,"Control","LPJGUESS"
-96.61,39.11,1002,19.04762,473.333357,492.380977,"Control","LPJGUESS"
-96.61,39.11,1003,21.904763,553.333361,576.190505,"Control","LPJGUESS"
-96.61,39.11,1004,12.380953,431.428593,443.809546,"Control","LPJGUESS"
-96.61,39.11,1005,13.333334,448.571451,460.952404,"Control","LPJGUESS"
-96.61,39.11,1006,13.333334,520.952407,534.285741,"Control","LPJGUESS"
-96.61,39.11,1007,13.333334,512.380978,525.714312,"Control","LPJGUESS"
-96.61,39.11,1008,9.52381,463.809547,473.333357,"Control","LPJGUESS"
-96.61,39.11,1009,10.476191,400.00002,410.476211,"Control","LPJGUESS"
-96.61,39.11,1010,12.380953,475.238119,487.619072,"Control","LPJGUESS"
-96.61,39.11,1011,12.380953,412.380973,424.761926,"Control","LPJGUESS"
-96.61,39.11,1012,16.190477,457.14288,473.333357,"Control","LPJGUESS"
-96.61,39.11,1013,18.095239,496.190501,514.28574,"Control","LPJGUESS"
-96.61,39.11,1014,12.380953,460.952404,473.333357,"Control","LPJGUESS"
-96.61,39.11,1015,15.238096,582.857172,598.095268,"Control","LPJGUESS"
-96.61,39.11,1016,18.095239,574.285743,592.380982,"Control","LPJGUESS"
-96.61,39.11,1017,11.428572,471.428595,482.857167,"Control","LPJGUESS"
-96.61,39.11,1018,10.476191,478.095262,488.571453,"Control","LPJGUESS"
-96.61,39.11,1019,11.428572,566.666695,578.095267,"Control","LPJGUESS"
-96.61,39.11,1020,12.380953,510.476216,522.857169,"Control","LPJGUESS"
-96.61,39.11,1021,6.666667,427.619069,433.333355,"Control","LPJGUESS"
-96.61,39.11,1022,4.761905,419.04764,423.809545,"Control","LPJGUESS"
-96.61,39.11,1023,6.666667,511.428597,518.095264,"Control","LPJGUESS"
-96.61,39.11,1024,6.666667,478.095262,483.809548,"Control","LPJGUESS"
-96.61,39.11,1025,6.666667,472.380976,480.000024,"Control","LPJGUESS"
-96.61,39.11,1026,12.380953,538.095265,550.476218,"Control","LPJGUESS"
-96.61,39.11,1027,14.285715,560.952409,575.238124,"Control","LPJGUESS"
-96.61,39.11,1028,6.666667,406.666687,413.333354,"Control","LPJGUESS"
-96.61,39.11,1029,10.476191,434.285736,443.809546,"Control","LPJGUESS"
-96.61,39.11,1030,9.52381,522.857169,532.380979,"Control","LPJGUESS"
-96.61,39.11,1031,4.761905,412.380973,416.190497,"Control","LPJGUESS"
-96.61,39.11,1032,5.714286,445.714308,451.428594,"Control","LPJGUESS"
-96.61,39.11,1033,7.619048,469.523833,478.095262,"Control","LPJGUESS"
-96.61,39.11,1034,10.476191,339.047636,349.523827,"Control","LPJGUESS"
-96.61,39.11,1035,17.142858,457.14288,474.285738,"Control","LPJGUESS"
-96.61,39.11,1036,23.809525,626.666698,651.428604,"Control","LPJGUESS"
-96.61,39.11,1037,19.04762,401.904782,420.952402,"Control","LPJGUESS"
-96.61,39.11,1038,16.190477,463.809547,480.000024,"Control","LPJGUESS"
-96.61,39.11,1039,8.571429,492.380977,501.904787,"Control","LPJGUESS"
-96.61,39.11,1040,4.761905,518.095264,522.857169,"Control","LPJGUESS"
-96.61,39.11,1041,2.857143,498.095263,500.000025,"Control","LPJGUESS"
-96.61,39.11,1042,1.904762,417.142878,419.04764,"Control","LPJGUESS"
-96.61,39.11,1043,4.761905,573.333362,578.095267,"Control","LPJGUESS"
-96.61,39.11,1044,6.666667,519.047645,525.714312,"Control","LPJGUESS"
-96.61,39.11,1045,12.380953,481.904786,494.285739,"Control","LPJGUESS"
-96.61,39.11,1046,16.190477,432.380974,448.571451,"Control","LPJGUESS"
-96.61,39.11,1047,19.04762,458.095261,476.1905,"Control","LPJGUESS"
-96.61,39.11,1048,22.857144,419.04764,441.904784,"Control","LPJGUESS"
-96.61,39.11,1049,24.761906,412.380973,437.142879,"Control","LPJGUESS"
-96.61,39.11,1050,25.714287,515.238121,540.952408,"Control","LPJGUESS"
-96.61,39.11,1051,15.238096,403.809544,419.04764,"Control","LPJGUESS"
-96.61,39.11,1052,15.238096,510.476216,526.666693,"Control","LPJGUESS"
-96.61,39.11,1053,23.809525,405.714306,429.523831,"Control","LPJGUESS"
-96.61,39.11,1054,37.142859,519.047645,556.190504,"Control","LPJGUESS"
-96.61,39.11,1055,28.57143,392.380972,421.904783,"Control","LPJGUESS"
-96.61,39.11,1056,28.57143,434.285736,462.857166,"Control","LPJGUESS"
-96.61,39.11,1057,33.333335,424.761926,458.095261,"Control","LPJGUESS"
-96.61,39.11,1058,34.285716,374.285733,408.571449,"Control","LPJGUESS"
-96.61,39.11,1059,32.380954,405.714306,438.09526,"Control","LPJGUESS"
-96.61,39.11,1060,50.476193,599.047649,649.523842,"Control","LPJGUESS"
-96.61,39.11,1061,36.190478,361.90478,398.095258,"Control","LPJGUESS"
-96.61,39.11,1062,19.04762,429.523831,448.571451,"Control","LPJGUESS"
-96.61,39.11,1063,13.333334,415.238116,428.57145,"Control","LPJGUESS"
-96.61,39.11,1064,11.428572,458.095261,469.523833,"Control","LPJGUESS"
-96.61,39.11,1065,7.619048,466.66669,474.285738,"Control","LPJGUESS"
-96.61,39.11,1066,8.571429,432.380974,440.000022,"Control","LPJGUESS"
-96.61,39.11,1067,13.333334,497.142882,510.476216,"Control","LPJGUESS"
-96.61,39.11,1068,8.571429,411.428592,420.000021,"Control","LPJGUESS"
-96.61,39.11,1069,8.571429,463.809547,473.333357,"Control","LPJGUESS"
-96.61,39.11,1070,10.476191,574.285743,585.714315,"Control","LPJGUESS"
